,species,genus,domain,cat_growthrate,cat_corallitesize,cat_colonydiameter,cat_skeletaldensity,cat_colonyheight,cat_SA_vol,cat_spacesize,dat_growth,dat_skeletal,dat_corallite,dat_colonydiameter,raw_growth,raw_skeldensity,raw_polypsize,raw_colonydiam,raw_growth_form,reproductive_mode,raw_reproductive_mode,species_keith,species_keith_updated,Andaman.Sea,Eastern.Pacific,Fiji.Caroline.Islands,Hawaii.Line.Islands,Indonesia.Philippines,Japan.Vietnam,Northern.PNG...Solomon.Islands,Persian.Gulf,Polynesia,Red.Sea.Gulf.of.Aden,Subtropical.East.Africa,Subtropical.Eastern.Australia,Subtropical.Japan,Subtropical.Western.Australia,Tonga.Samoa,Tropical.Australia,Western.Indian.Ocean,Caribbean,Brazil,East_Atlantic
681,Pocillopora effusa,Pocillopora,pacific,3,1,4,3,5,4,5,24.4,1.8,1.1,200,NA,NA,1.1,200,branching_open,spawner,NA,Pocillopora effusa,Pocillopora effusa,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,Pocillopora elegans,Pocillopora,pacific,4,1,2,4,4,3,4,36.9,1.9,1,78.6,36.9,1.9,1,NA,branching_closed,spawner,spawner,Pocillopora elegans,Pocillopora elegans,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
683,Pocillopora eydouxi,Pocillopora,pacific,4,1,2,4,5,4,5,42.6,1.8,1,100,41.4,NA,1,100,branching_open,spawner,spawner,Pocillopora eydouxi,Pocillopora eydouxi,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,NA,NA
684,Pocillopora fungiformis,Pocillopora,pacific,3,1,4,5,2,3,2,10.5,2.2,0.8,200,NA,NA,0.8,200,encrusting_long_uprights,spawner,NA,Pocillopora fungiformis,Pocillopora fungiformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
685,Pocillopora indiania,Pocillopora,pacific,3,1,2,4,4,3,4,24.4,1.8,1.2,100,NA,NA,1.2,100,branching_closed,spawner,NA,Pocillopora indiania,Pocillopora indiania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
686,Pocillopora inflata,Pocillopora,pacific,4,1,2,4,4,3,4,31.5,1.8,1,72.2,31.5,NA,1,NA,branching_closed,spawner,NA,Pocillopora inflata,Pocillopora inflata,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,Pocillopora kelleheri,Pocillopora,pacific,3,1,2,4,5,4,5,24.4,1.8,1.2,62.9,NA,NA,1.2,NA,branching_open,spawner,NA,Pocillopora kelleheri,Pocillopora kelleheri,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
688,Pocillopora ligulata,Pocillopora,pacific,3,1,1,4,4,3,4,14.5,1.8,0.8,50,14.5,NA,0.8,50,branching_closed,spawner,NA,Pocillopora ligulata,Pocillopora ligulata,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
689,Pocillopora meandrina,Pocillopora,pacific,3,1,2,2,4,3,4,20.5,1.4,0.7,100,20.5,1.4,0.7,100,branching_closed,spawner,spawner,Pocillopora meandrina,Pocillopora meandrina,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
690,Pocillopora molokensis,Pocillopora,pacific,3,1,2,4,4,3,4,24.4,1.8,1.3,62.9,NA,NA,1.3,NA,branching_closed,spawner,NA,Pocillopora molokensis,Pocillopora molokensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,Pocillopora verrucosa,Pocillopora,pacific,4,1,1,3,4,3,4,26.3,1.8,0.7,50,29,NA,0.7,50,branching_closed,spawner,spawner,Pocillopora verrucosa,Pocillopora verrucosa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
692,Pocillopora woodjonesi,Pocillopora,pacific,3,1,2,3,5,4,5,24.4,1.8,1.1,62.9,NA,NA,1.1,NA,branching_open,spawner,NA,Pocillopora woodjonesi,Pocillopora woodjonesi,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
693,Pocillopora zelli,Pocillopora,pacific,3,1,2,3,5,4,5,24.4,1.8,1.2,62.9,NA,NA,1.2,NA,branching_open,spawner,NA,Pocillopora zelli,Pocillopora zelli,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
694,Podabacia crustacea,Podabacia,pacific,1,2,3,4,1,2,1,3.2,1.9,3,150,NA,NA,3,150,encrusting,spawner,NA,Podabacia crustacea,Podabacia crustacea,1,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
695,Podabacia kunzmanni,Podabacia,NA,3,2,1,4,2,4,2,12.6,2.1,4.3,15,NA,NA,NA,NA,laminar,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,Podabacia lankaensis,Podabacia,pacific,1,2,1,4,1,2,1,3.2,1.8,4.3,16.5,NA,NA,4.3,NA,encrusting,spawner,NA,Podabacia lankaensis,Podabacia lankaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
697,Podabacia motuporensis,Podabacia,pacific,1,2,1,4,1,2,1,3.2,1.9,2.8,16.5,NA,NA,2.8,NA,encrusting,spawner,NA,Podabacia motuporensis,Podabacia motuporensis,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
698,Podabacia sinai,Podabacia,pacific,3,2,2,4,2,4,2,12.6,2.1,2.7,100,NA,NA,2.7,100,laminar,spawner,NA,Podabacia sinai,Podabacia sinai,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,Polyphyllia novaehiberniae,Polyphyllia,pacific,2,2,1,3,4,1,1,6.5,1.5,4.7,38,NA,NA,NA,NA,massive,spawner,spawner,Polyphyllia novaehiberniae,Polyphyllia novaehiberniae,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
700,Polyphyllia talpina,Polyphyllia,pacific,2,3,2,3,4,1,1,6.5,1.6,6.9,53,NA,NA,NA,NA,massive,spawner,NA,Polyphyllia talpina,Polyphyllia talpina,1,NA,1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA
701,Porites annae,Porites,pacific,3,1,2,2,3,4,3,17.6,1.2,1.1,92.1,NA,1.2,1.1,NA,digitate,spawner,spawner,Porites annae,Porites annae,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
702,Porites aranetai,Porites,pacific,3,1,2,2,3,4,3,17.6,1.2,1,92.1,NA,NA,1,NA,digitate,NA,NA,Porites aranetai,Porites aranetai,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA
703,Porites arnaudi,Porites,pacific,3,1,2,3,2,4,2,14.5,1.7,1.1,83,NA,NA,1.1,NA,laminar,NA,NA,Porites arnaudi,Porites arnaudi,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
704,Porites astreoides,Porites,atlantic,2,1,1,3,3,1,1,3.7,1.5,1.6,32.8,3.7,1.5,1.6,32.8,submassive,brooder,brooder,Porites astreoides,Porites astreoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
705,Porites attenuata,Porites,pacific,5,2,3,1,4,3,4,64.6,1.1,2.1,185.1,NA,NA,2.1,NA,branching_closed,NA,NA,Porites attenuata,Porites attenuata,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
706,Porites australiensis,Porites,pacific,3,1,2,2,4,1,1,12.5,1.3,1.4,76.7,12.5,1.3,1.4,NA,massive,NA,NA,Porites australiensis,Porites australiensis,1,1,1,NA,1,1,1,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA
707,Porites baueri,Porites,pacific,1,2,1,3,1,2,1,3.6,1.6,2,39.7,NA,NA,NA,NA,encrusting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,Porites branneri,Porites,atlantic,3,1,2,2,3,1,1,17.6,1.2,1.8,92.1,NA,NA,1.8,NA,submassive,NA,NA,Porites branneri,Porites branneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
709,Porites brighami,Porites,pacific,2,1,1,2,3,1,1,7.4,1.3,1.5,10,NA,NA,1.5,10,submassive,brooder,brooder,Porites brighami,Porites brighami,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,Porites cocosensis,Porites,pacific,3,1,2,2,3,4,3,17.6,1.2,1.5,92.1,NA,NA,1.5,NA,digitate,NA,NA,Porites cocosensis,Porites cocosensis,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
711,Porites columnaris,Porites,pacific,2,1,1,2,5,1,5,5.6,1.4,1.5,49.9,5.6,NA,1.5,NA,columnar,NA,NA,Porites columnaris,Porites columnaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
712,Porites compressa,Porites,pacific,3,1,3,2,2,3,2,21.3,1.4,1.6,123,20.7,NA,1.6,123,encrusting_long_uprights,spawner,spawner,Porites compressa,Porites compressa,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,Porites cumulatus,Porites,pacific,4,1,3,1,4,3,4,33.8,1.1,1.1,130.8,NA,NA,1.1,NA,branching_closed,NA,NA,Porites cumulatus,Porites cumulatus,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
714,Porites cylindrica,Porites,pacific,3,1,5,2,2,3,2,18.4,1.4,1.1,1000,18.4,1.4,1.1,1000,encrusting_long_uprights,spawner,spawner,Porites cylindrica,Porites cylindrica,1,NA,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA
715,Porites decasepta,Porites,pacific,1,1,1,3,1,2,1,3.6,1.6,1,7,NA,NA,NA,7,encrusting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,Porites deformis,Porites,pacific,3,1,2,1,3,4,3,17.6,1.2,1.6,92.1,NA,NA,1.6,NA,digitate,NA,NA,Porites deformis,Porites deformis,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
717,Porites densa,Porites,pacific,2,1,1,2,4,1,1,7.4,1.3,1.3,15,NA,NA,1.3,15,massive,NA,NA,Porites densa,Porites densa,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
718,Porites desilveri,Porites,pacific,3,1,2,1,3,4,3,17.6,1.2,1,92.1,NA,NA,1,NA,digitate,NA,NA,Porites desilveri,Porites desilveri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
719,Porites echinulata,Porites,pacific,3,2,2,2,5,1,5,14.6,1.4,2.1,83.3,NA,NA,2.1,NA,columnar,NA,NA,Porites echinulata,Porites echinulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
720,Porites eridani,Porites,pacific,3,1,2,1,3,4,3,17.6,1.2,0.8,92.1,NA,NA,0.8,NA,digitate,NA,NA,Porites eridani,Porites eridani,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
721,Porites evermanni,Porites,pacific,3,1,3,2,5,1,5,11.6,1.3,1,120,11.6,NA,1,120,columnar,spawner,spawner,Porites evermanni,Porites evermanni,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
722,Porites flavus,Porites,pacific,4,1,1,1,4,3,4,33.8,1.1,0.7,40,NA,NA,0.7,40,branching_closed,NA,NA,Porites flavus,Porites flavus,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,Porites fontanesii,Porites,NA,4,1,3,1,4,3,4,33.8,1.1,1,130.8,NA,NA,NA,NA,branching_closed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,Porites furcata,Porites,atlantic,3,2,1,1,4,3,4,34.6,1,1.9,132.5,34.6,1.1,1.9,NA,branching_closed,brooder,brooder,Porites furcata,Porites furcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
725,Porites harrisoni,Porites,pacific,3,1,2,2,5,1,5,14.6,1.3,1.1,100,NA,NA,1.1,100,columnar,NA,NA,Porites harrisoni,Porites harrisoni,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
726,Porites hawaiiensis,Porites,pacific,2,1,2,2,3,1,1,7.4,1.3,0.5,58,NA,NA,NA,NA,submassive,brooder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,Porites heronensis,Porites,pacific,3,1,2,2,5,1,5,10.5,1.4,1.5,69.9,10.5,NA,1.5,NA,columnar,brooder,NA,Porites heronensis,Porites heronensis,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA
728,Porites horizontalata,Porites,pacific,3,1,2,2,3,4,3,17.6,1.2,1.7,92.1,NA,NA,1.7,NA,digitate,NA,NA,Porites horizontalata,Porites horizontalata,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
729,Porites latistella,Porites,pacific,3,1,2,1,3,4,3,17.6,1.2,1.4,92.1,NA,NA,1.4,NA,digitate,NA,NA,Porites latistella,Porites latistella,NA,NA,1,NA,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA
730,Porites lichen,Porites,pacific,3,1,2,3,2,4,2,16.3,1.7,1.4,88.5,16.3,NA,1.4,NA,laminar,NA,NA,Porites lichen,Porites lichen,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
731,Porites lobata,Porites,pacific,2,1,5,2,4,1,1,9.2,1.4,1.1,542.5,9.3,1.4,1.1,542.5,massive,spawner,spawner,Porites lobata,Porites lobata,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
732,Porites lutea,Porites,pacific,3,1,4,2,4,1,1,14,1.3,1.3,400,14.5,1.3,1.3,400,massive,spawner,spawner,Porites lutea,Porites lutea,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
733,Porites mayeri,Porites,pacific,3,1,4,1,4,1,1,13,1.2,1.6,400,13,1.2,1.6,400,massive,NA,NA,Porites mayeri,Porites mayeri,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
734,Porites monticulosa,Porites,pacific,1,1,2,3,1,2,1,3.6,1.6,1.2,100,NA,NA,1.2,100,encrusting,NA,NA,Porites monticulosa,Porites monticulosa,1,NA,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA
735,Porites murrayensis,Porites,pacific,2,1,1,2,4,1,1,7.4,1.3,1,20,NA,NA,1,20,massive,brooder,brooder,Porites murrayensis,Porites murrayensis,1,NA,1,NA,1,1,1,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA
736,Porites myrmidonensis,Porites,pacific,2,1,4,2,4,1,1,7.4,1.3,1.4,400,NA,NA,1.4,400,massive,NA,NA,Porites myrmidonensis,Porites myrmidonensis,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
737,Porites napopora,Porites,pacific,3,1,2,1,3,4,3,17.6,1.2,0.9,92.1,NA,NA,0.9,NA,digitate,NA,NA,Porites napopora,Porites napopora,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,Porites negrosensis,Porites,pacific,4,1,3,1,4,3,4,33.8,1.1,1.7,130.8,NA,NA,1.7,NA,branching_closed,NA,NA,Porites negrosensis,Porites negrosensis,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
739,Porites nigrescens,Porites,pacific,3,1,2,1,4,3,4,17.8,1.1,1.6,92.8,17.8,NA,1.6,NA,branching_closed,NA,NA,Porites nigrescens,Porites nigrescens,1,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA
740,Porites nodifera,Porites,pacific,3,1,2,2,5,1,5,11.2,1.3,1.6,72.4,11.2,1.4,1.6,NA,columnar,NA,NA,Porites nodifera,Porites nodifera,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
741,Porites okinawensis,Porites,pacific,2,1,2,2,4,1,1,7.4,1.3,1.3,58,NA,NA,1.3,NA,massive,NA,NA,Porites okinawensis,Porites okinawensis,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
742,Porites ornata,Porites,pacific,4,1,3,1,4,3,4,33.8,1.1,1.5,130.8,NA,NA,1.5,NA,branching_closed,NA,NA,Porites ornata,Porites ornata,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
743,Porites panamensis,Porites,pacific,2,1,2,2,3,1,1,7.4,1.3,0.9,58,NA,NA,0.9,NA,submassive,brooder,brooder,Porites panamensis,Porites panamensis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,Porites profundus,Porites,pacific,4,1,3,1,4,3,4,33.8,1.1,0.9,130.8,NA,NA,0.9,NA,branching_closed,NA,NA,Porites profundus,Porites profundus,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
745,Porites pukoensis,Porites,pacific,3,1,2,2,5,1,5,14.6,1.4,1.7,83.3,NA,NA,1.7,NA,columnar,NA,NA,Porites pukoensis,Porites pukoensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,Porites randalli,Porites,NA,2,1,1,2,3,1,1,7.4,1.3,1.7,10,NA,NA,NA,NA,submassive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,Porites rugosa,Porites,pacific,4,1,2,1,4,3,4,33.8,1.1,0.9,100,NA,NA,0.9,100,branching_closed,NA,NA,Porites rugosa,Porites rugosa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
748,Porites rus,Porites,pacific,3,1,5,1,3,4,3,15.2,1.2,0.8,500,15.2,NA,0.8,500,digitate,spawner,spawner,Porites rus,Porites rus,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
749,Porites sillimaniani,Porites,pacific,3,1,2,2,3,4,3,17.6,1.2,1.9,92.1,NA,NA,1.9,NA,digitate,NA,NA,Porites sillimaniani,Porites sillimaniani,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
750,Porites solida,Porites,pacific,3,1,2,1,4,1,1,13.5,1.2,1.6,79.9,13.5,1.2,1.6,NA,massive,spawner,spawner,Porites solida,Porites solida,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA
751,Porites somaliensis,Porites,pacific,2,2,2,2,4,1,1,7.4,1.3,2.3,58,NA,NA,2.3,NA,massive,NA,NA,Porites somaliensis,Porites somaliensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
752,Porites stephensoni,Porites,pacific,2,1,1,2,4,1,1,7.4,1.3,1.3,10,NA,NA,1.3,10,massive,brooder,brooder,Porites stephensoni,Porites stephensoni,1,NA,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
753,Porites sverdrupi,Porites,pacific,4,1,1,1,4,3,4,33.8,1.1,1.6,30,NA,NA,NA,30,branching_closed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,Porites tuberculosa,Porites,pacific,4,1,3,1,4,3,4,33.8,1.1,1.1,130.8,NA,NA,1.1,NA,branching_closed,NA,NA,Porites tuberculosa,Porites tuberculosa,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
755,Porites vaughani,Porites,pacific,1,1,1,3,1,2,1,3.6,1.5,0.8,20,NA,NA,0.8,20,encrusting,NA,NA,Porites vaughani,Porites vaughani,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
756,Psammocora albopicta,Psammocora,pacific,2,1,1,4,1,2,1,6.6,NA,1,8.6,NA,NA,NA,NA,encrusting,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,Psammocora contigua,Psammocora,pacific,4,1,1,5,5,1,5,26.4,NA,1.5,50,NA,NA,1.5,50,columnar,spawner,NA,Psammocora contigua,Psammocora contigua,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
759,Psammocora digitata,Psammocora,pacific,4,2,1,5,5,1,5,26.4,NA,2.3,6.5,NA,NA,2.3,6.5,columnar,spawner,NA,Psammocora digitata,Psammocora digitata,1,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA
760,Psammocora haimiana,Psammocora,pacific,4,2,1,4,3,1,1,29.5,NA,4.6,19.1,29.5,NA,4.6,NA,submassive,spawner,NA,Psammocora haimiana,Psammocora haimiana,NA,NA,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA
761,Psammocora profundacella,Psammocora,pacific,3,2,1,4,3,1,1,13.4,NA,2.5,12.5,NA,NA,2.5,NA,submassive,spawner,spawner,Psammocora profundacella,Psammocora profundacella,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA
762,Psammocora stellata,Psammocora,pacific,3,2,1,4,3,1,1,11.3,NA,2.5,11.4,11.3,NA,2.5,NA,submassive,spawner,spawner,Psammocora stellata,Psammocora stellata,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
763,Psammocora verrilli,Psammocora,pacific,3,2,1,4,4,1,1,13.4,NA,2.3,12.5,NA,NA,2.3,NA,massive,spawner,NA,Psammocora verrilli,Psammocora verrilli,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,Pseudodiploria clivosa,Pseudodiploria,atlantic,2,2,1,2,4,1,1,6.4,NA,5.8,35.1,6.4,NA,5.8,35.1,massive,spawner,spawner,Pseudodiploria clivosa,Pseudodiploria clivosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
765,Pseudodiploria strigosa,Pseudodiploria,atlantic,2,3,2,2,4,1,1,5,NA,10.1,69.9,5,NA,10.1,69.9,massive,spawner,spawner,Pseudodiploria strigosa,Pseudodiploria strigosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
766,Pseudosiderastrea formosa,Pseudosiderastrea,NA,1,2,1,3,1,2,1,2.1,NA,3.7,20.2,NA,NA,3.7,NA,encrusting,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,Pseudosiderastrea tayamai,Pseudosiderastrea,pacific,1,2,1,3,4,1,1,4.2,NA,4,16,NA,NA,4,16,massive,spawner,NA,Pseudosiderastrea tayamai,Pseudosiderastrea tayamai,1,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA
768,Sandalolitha dentata,Sandalolitha,pacific,2,2,1,3,4,1,1,6.5,1.5,3.5,24.2,NA,NA,3.5,NA,massive,spawner,spawner,Sandalolitha dentata,Sandalolitha dentata,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
770,Sandalolitha robusta,Sandalolitha,pacific,2,2,1,3,4,1,1,6.5,1.6,4.6,50,NA,NA,4.6,50,massive,spawner,spawner,Sandalolitha robusta,Sandalolitha robusta,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
771,Scapophyllia cylindrica,Scapophyllia,pacific,3,2,3,3,5,1,5,12.6,1.5,3.8,135.4,NA,NA,3.8,NA,columnar,spawner,spawner,Scapophyllia cylindrica,Scapophyllia cylindrica,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA
772,Schizoculina africana,Schizoculina,atlantic,3,3,2,3,4,3,4,24.4,NA,9.1,100,NA,NA,9.1,100,branching_closed,NA,NA,Schizoculina africana,Schizoculina africana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
773,Schizoculina fissipara,Schizoculina,atlantic,3,2,2,3,4,3,4,10.5,NA,3.4,100,NA,NA,3.4,100,branching_closed,NA,NA,Schizoculina fissipara,Schizoculina fissipara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
774,Sclerophyllia maxima,Sclerophyllia,pacific,1,5,1,4,4,1,1,NA,NA,40,NA,NA,NA,40,NA,massive,spawner,NA,Sclerophyllia maxima,Sclerophyllia maxima,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
775,Scolymia cubensis,Scolymia,atlantic,2,5,1,4,1,1,1,6.2,NA,56.5,10,NA,NA,56.5,10,solitary_attached,brooder,NA,Scolymia cubensis,Scolymia cubensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
